gRNA	XR029	XR030	XR031	XR032	XR033	XR034	XR035	XR036	XR037	XR038	XR039	group
SIN3A@00348	2308	1840	357	316	364	1138	2872	1124	1094	1964	1169	test
SIN3A@00349	2842	2074	797	354	440	2534	4708	678	578	6240	798	test
SIN3A@00350	1231	539	163	53	64	130	1793	541	966	3840	12	test
SIN3A@00351	1980	3735	334	82	187	3151	4489	1294	1604	6975	3099	test
SIN3A@00352	1162	1190	94	50	25	1252	4209	266	685	288	823	test
SIN3A@00353	2796	1236	176	36	40	507	807	389	371	3425	1425	test
SIN3A@00354	1058	659	445	354	401	1772	1574	532	194	1509	142	test
SIN3A@00355	3929	5494	289	135	83	3712	4689	376	1809	2703	1684	test
SIN3A@00356	2398	2112	554	303	356	2557	2958	1427	413	6161	861	test
SIN3A@00357	2961	4199	841	751	1009	2449	6521	2784	2356	4121	1257	test
SIN3A@00358	5545	5397	970	459	520	2863	5804	2350	1123	7937	2401	test
SIN3A@00359	5561	3423	1501	1791	2049	6560	5106	570	1872	834	1189	test
SIN3A@00360	6904	7799	2018	1966	2115	5950	8903	2696	3955	14775	2515	test
SIN3A@00361	883	1060	481	492	473	1254	1579	45	170	2031	771	test
SIN3A@00362	11043	8515	2224	2289	2830	7573	6197	2632	2297	9601	2562	test
SIN3A@00363	5012	3752	1375	1765	2011	3734	4824	1087	662	9146	1058	test
SIN3A@00364	2588	1008	175	24	61	1028	764	4	445	4859	4	test
SIN3A@00365	2637	3933	373	250	255	4896	2165	573	3377	3909	2410	test
SIN3A@00366	5332	3475	927	1067	1362	3867	2927	212	188	2819	1091	test
SIN3A@00367	5416	4891	1375	1291	1470	4839	4876	536	505	4379	675	test
SIN3A@00368	6214	3153	2017	2277	2977	6080	2786	585	321	820	1151	test
SIN3A@00369	7766	3158	2495	3193	3657	7872	4115	1473	993	7506	1727	test
SIN3A@00370	2039	2905	298	158	136	774	725	149	766	8071	585	test
SIN3A@00371	11196	6371	3083	3313	4063	9621	9499	2807	4165	18673	2966	test
SIN3A@00372	3454	3609	1140	861	1093	2740	2440	2368	729	9302	1302	test
SIN3A@00373	976	2095	105	32	27	1771	5373	3471	789	7943	1711	test
SIN3A@00374	6766	5340	2081	2124	2387	4826	6140	2132	2037	6154	1750	test
SIN3A@00375	9746	8395	1939	1660	1892	6614	8022	1606	1731	16671	2958	test
SIN3A@00376	1632	3133	166	89	94	935	2513	835	1328	285	912	test
SIN3A@00377	5557	3817	1372	1510	1889	3866	5572	897	343	2312	1520	test
SIN3A@00378	4758	6274	821	832	982	1860	4587	2518	1489	14259	520	test
SIN3A@00379	6343	4832	2058	2363	2759	7044	7698	2054	953	11253	3353	test
SIN3A@00380	405	675	50	48	47	231	2040	555	341	202	134	test
SIN3A@00381	671	728	101	83	117	351	1039	78	121	3093	178	test
SIN3A@00382	2065	723	218	263	344	1583	642	774	820	11509	347	test
SIN3A@00383	4274	3024	820	1072	1112	4282	4755	1232	884	1656	1915	test
SIN3A@00384	8380	6525	2378	2259	2776	12881	11853	1580	1479	26960	3899	test
SIN3A@00385	8787	7341	2329	2312	2570	12017	10382	1891	1489	5101	2454	test
SIN3A@00386	10285	14658	2289	2072	2197	8530	6805	2357	1328	19098	2647	test
SIN3A@00387	2527	3797	1078	980	1021	3081	3690	675	1022	3479	2253	test
SIN3A@00388	1299	3252	241	57	7	446	1694	688	469	1409	1359	test
SIN3A@00389	3534	3171	955	1098	1381	2954	2436	519	456	3495	628	test
SIN3A@00390	5971	5818	1652	1528	1680	7887	7914	920	1170	7113	636	test
SIN3A@00391	2223	2527	640	788	950	1393	1450	301	385	1929	814	test
SIN3A@00392	3647	3648	223	91	163	2615	3193	668	2687	2646	1155	test
SIN3A@00393	1704	1645	278	354	474	1302	1326	1439	969	3522	162	test
SIN3A@00394	2513	2935	153	77	183	1759	4440	2681	644	1823	2518	test
SIN3A@00395	1532	3676	643	281	287	1797	2022	1366	1688	1412	2130	test
SIN3A@00396	4127	3185	1211	1003	1414	4155	3592	719	2766	9634	875	test
SIN3A@00397	2950	1768	561	146	137	548	1502	1123	1870	10697	1918	test
SIN3A@00398	6377	6485	1650	1031	1308	6874	6818	1760	1419	9674	2959	test
SIN3A@00399	9438	9537	3551	3315	3745	10144	7740	1780	1637	6496	4842	test
SIN3A@00400	3020	594	186	29	78	676	1126	238	491	7733	1104	test
SIN3A@00401	4441	3335	1047	555	749	2958	3739	374	416	4849	1472	test
SIN3A@00402	4825	6131	1122	1053	1172	4913	4048	3714	2899	11862	2227	test
SIN3A@00403	3884	3452	797	912	1080	3366	5709	1812	946	2984	1937	test
SIN3A@00404	7036	2495	1481	1769	2091	4574	5717	553	1642	843	781	test
SIN3A@00405	2015	3880	232	58	104	1155	954	1826	1767	1159	1762	test
SIN3A@00406	1696	1053	234	46	27	977	1576	48	510	1234	390	test
SIN3A@00407	2953	4168	698	70	70	4507	5152	1190	2792	4298	2726	test
SIN3A@00408	439	1919	154	22	29	2031	917	6	277	79	266	test
SIN3A@00409	5866	2956	1904	2208	2530	5491	4328	878	906	5059	742	test
SIN3A@00410	1637	2286	112	49	13	624	493	1407	816	218	1111	test
SIN3A@00411	1569	3238	140	90	87	2292	524	1839	1513	6033	441	test
SIN3A@00412	3369	2081	760	876	1081	4112	3496	331	555	2905	652	test
SIN3A@00413	2470	2691	491	474	428	1598	2507	582	809	12175	564	test
SIN3A@00414	5113	3239	1582	1325	1686	6574	6329	2401	1845	12710	1825	test
SIN3A@00415	990	1343	303	63	67	974	3676	258	497	114	545	test
SIN3A@00416	2381	1065	382	410	483	2011	1785	120	332	406	575	test
SIN3A@00417	4725	3633	1742	1929	2260	7929	2743	1288	811	3112	702	test
SIN3A@00418	6935	6567	1490	1506	1954	5008	6418	1747	1708	2644	1019	test
SIN3A@00419	6719	6695	1054	1270	1242	3402	3994	1132	2364	6397	1786	test
SIN3A@00420	1852	1412	755	905	1188	2327	3157	2383	1616	3491	643	test
SIN3A@00421	7397	6983	1838	1902	2284	7499	6955	1358	1734	7337	2314	test
SIN3A@00422	1822	2185	282	31	8	1040	2263	353	693	1822	1101	test
SIN3A@00423	16846	12499	4411	4731	5647	15492	17679	1685	2442	20311	4209	test
SIN3A@00424	6513	5351	1505	1301	1686	2643	4966	1556	1833	5780	1812	test
SIN3A@00425	1338	2787	378	81	102	1445	2723	3832	495	569	1224	test
SIN3A@00426	3001	4668	616	113	169	1403	3706	2325	2367	4648	1181	test
SIN3A@00427	1212	1729	26	36	83	1360	1388	316	2168	4993	1868	test
SIN3A@00428	4289	4840	883	665	738	3793	3249	5215	1722	13694	1174	test
SIN3A@00429	1650	1453	466	440	540	1799	1721	288	768	1012	654	test
SIN3A@00430	2875	2018	246	202	211	2877	5952	2528	2685	5083	1867	test
SIN3A@00431	4271	6173	1369	1082	1209	6186	4299	2356	1319	13744	1285	test
SIN3A@00432	1106	3607	94	45	154	1196	3347	1334	1259	2472	1128	test
SIN3A@00433	12125	5865	3146	3318	3921	8762	8650	555	528	9457	1612	test
SIN3A@00434	2347	1912	324	387	404	707	2369	123	1827	2935	204	test
SIN3A@00435	2743	1304	1221	869	1160	2581	3911	120	816	870	908	test
SIN3A@00436	5461	3616	431	71	112	407	2542	1633	2764	1895	2254	test
SIN3A@00437	612	1997	338	134	210	2292	3396	2401	1247	1430	1607	test
SIN3A@00438	3319	3066	866	1122	1095	3670	1265	806	1038	8458	709	test
SIN3A@00439	7324	6422	2245	1585	2102	4997	4222	1216	1121	2475	652	test
SIN3A@00440	3026	1849	271	37	100	1866	2460	666	134	2968	1100	test
SIN3A@00441	901	674	91	29	42	393	247	386	126	4480	406	test
SIN3A@00442	2860	1453	1004	932	1151	2559	3765	1969	455	2565	1633	test
SIN3A@00443	3708	5856	1320	1184	1421	4761	3063	4014	939	3244	1048	test
SIN3A@00444	5987	7054	1246	1116	1366	6940	9660	2478	1351	17095	4166	test
SIN3A@00445	13655	10883	4179	4148	4711	14936	16613	5051	2161	17394	5002	test
SIN3A@00446	1729	3597	206	106	190	2554	960	463	542	5648	2665	test
SIN3A@00447	4832	4605	1443	1765	1997	4427	5433	1005	752	2318	1018	test
SIN3A@00448	4290	3033	997	1005	1272	2913	2802	1210	381	19350	243	test
SIN3A@00449	2603	1447	76	40	25	942	5752	615	689	4558	585	test
SIN3A@00450	1698	4002	792	717	745	1201	1972	1476	798	2077	618	test
SIN3A@00451	5161	5966	288	117	126	3336	5801	4189	8145	12926	3668	test
SIN3A@00452	4658	6363	627	425	551	3111	5625	1198	1507	3946	1291	test
SIN3A@00453	11219	11713	2940	3088	3513	11176	11125	1686	2479	12121	3096	test
SIN3A@00454	542	1754	212	62	44	1983	1521	272	512	1912	1359	test
SIN3A@00455	7234	5112	2885	2698	3387	6202	5076	1108	1252	1083	697	test
SIN3A@00456	1618	2796	590	802	822	3141	7226	823	1832	4632	2418	test
SIN3A@00457	2559	2067	616	733	895	3108	3320	349	227	1881	1555	test
SIN3A@00458	2569	2910	419	55	136	2961	5836	2787	1775	8092	1745	test
SIN3A@00459	1029	1481	441	89	64	325	436	1109	1084	300	271	test
SIN3A@00460	6920	2734	1404	1978	2516	6868	2096	1337	883	14419	451	test
SIN3A@00461	8856	4460	2750	3130	3733	8480	6320	1173	1141	7562	825	test
SIN3A@00462	5009	3294	1148	1100	1305	4643	4586	1154	1597	10772	2538	test
SIN3A@00463	2721	1033	662	904	1136	2828	979	124	427	443	1326	test
SIN3A@00464	4550	7747	362	120	204	2648	5051	1643	619	5845	1024	test
SIN3A@00465	2716	3563	901	684	768	2989	4651	910	1881	3519	1641	test
SIN3A@00466	2080	1542	651	796	970	2647	1356	60	124	1774	323	test
SIN3A@00467	407	734	77	76	48	133	232	225	210	3000	161	test
SIN3A@00468	754	916	95	11	17	112	1129	8	76	28	421	test
SIN3A@00469	485	2358	269	82	91	967	2227	1432	716	6362	1433	test
SIN3A@00470	4381	4513	881	719	952	4425	2983	2385	1798	647	2148	test
SIN3A@00471	2775	1801	923	814	1101	2440	3333	1124	1127	7256	831	test
SIN3A@00472	2754	1809	1050	1027	1257	3115	5226	690	489	2612	666	test
SIN3A@00473	507	3454	650	34	83	728	3849	1703	1459	9953	42	test
SIN3A@00474	5159	6769	1299	1005	1154	8571	16270	4434	5009	17562	3824	test
SIN3A@00475	6689	2348	1819	2154	2726	6331	4628	1140	1103	6135	1598	test
SIN3A@00476	1533	243	27	29	71	63	358	9	1630	1505	319	test
SIN3A@00477	1392	1867	169	72	33	1730	2738	52	1173	4099	800	test
SIN3A@00478	6399	5155	1656	1820	2152	5020	6807	991	1030	5695	2432	test
SIN3A@00479	3485	2694	1113	1108	1374	2867	1043	1769	361	5709	1475	test
SIN3A@00480	2642	3821	596	172	126	3928	3609	3520	1119	6186	1192	test
SIN3A@00481	5574	1205	1939	2009	2427	5461	6938	1427	507	1460	800	test
SIN3A@00482	691	1765	127	55	34	1088	340	118	505	108	492	test
SIN3A@00483	1226	703	42	12	125	758	1297	435	443	5947	657	test
SIN3A@00484	8478	5802	3216	2955	3502	8586	7157	4098	2353	2074	1223	test
SIN3A@00485	5349	5514	1138	1256	1716	6762	4975	1987	1549	6428	3291	test
SIN3A@00486	436	2490	120	82	64	578	1269	409	389	3671	451	test
SIN3A@00487	5098	6115	896	713	756	3871	3077	3673	3272	8527	2126	test
SIN3A@00488	2147	1487	359	319	347	1776	3038	980	3821	13378	846	test
SIN3A@00489	2656	3053	664	515	546	1271	1280	763	1386	816	915	test
SIN3A@00490	1864	1406	432	451	454	976	735	544	898	528	1088	test
SIN3A@00491	657	981	98	29	16	887	3855	753	322	3984	1088	test
SIN3A@00492	3572	2383	602	498	571	1946	2640	1032	1845	11110	1606	test
SIN3A@00493	1823	1538	675	844	906	1835	3086	1130	603	2041	481	test
SIN3A@00494	9205	4396	2431	2891	3439	7851	7161	1020	2310	5463	1131	test
SIN3A@00495	12321	11130	4489	3995	4721	12932	8231	2177	5493	6607	1648	test
SIN3A@00496	3795	2855	460	551	615	2385	1905	386	1185	5794	1387	test
SIN3A@00497	2119	2455	246	26	133	1861	2998	1171	1386	3139	952	test
SIN3A@00498	13184	16065	2100	1857	1797	11542	17645	3856	2034	25766	6739	test
SIN3A@00499	5456	4502	573	587	701	5441	2343	2481	2275	10334	2182	test
SIN3A@00500	1512	1899	425	431	502	2945	2892	629	260	1639	515	test
SIN3A@00501	287	1516	46	108	41	901	374	283	62	3508	378	test
SIN3A@00502	1686	1138	542	358	491	2084	2181	302	182	1012	699	test
SIN3A@00503	392	328	4	1	5	404	10	235	101	969	1174	test
SIN3A@00504	5100	5967	1665	944	1143	4349	4534	1128	2012	8341	3965	test
SIN3A@00505	4668	2896	1332	1422	1746	5048	3447	1482	2489	2286	1456	test
SIN3A@00506	1441	1290	242	25	22	1122	1260	2407	448	4237	1430	test
SIN3A@00507	1935	3884	351	320	318	668	603	287	1248	5425	1344	test
SIN3A@00508	2783	6946	488	75	138	2083	3193	203	1347	3051	1170	test
SIN3A@00509	762	3210	129	39	23	242	2223	545	1279	359	1294	test
SIN3A@00510	1432	502	81	68	99	842	507	268	577	3685	879	test
SIN3A@00511	4275	5449	790	162	251	3129	1928	870	803	4266	1977	test
SIN3A@00512	1882	1245	227	36	36	1845	3338	948	554	3708	853	test
SIN3A@00513	1751	3812	271	61	214	1470	4350	2683	857	3883	1478	test
SIN3A@00514	3252	3803	288	72	40	1239	3627	538	719	1889	606	test
SIN3A@00515	1783	4206	647	474	580	1630	4048	887	1130	3164	702	test
SIN3A@00516	6705	4969	1947	1589	1896	5306	6430	1849	1794	13668	3127	test
SIN3A@00517	250	850	13	16	3	322	8	276	214	3951	6	test
SIN3A@00518	8407	6301	2762	2515	3047	11698	8008	2377	2346	13442	2836	test
SIN3A@00519	935	164	85	38	40	805	599	486	1404	5955	131	test
SIN3A@00520	3818	6259	763	605	498	3464	5549	1312	794	13143	2425	test
SIN3A@00521	1392	2893	354	292	338	1745	2716	1026	848	1804	651	test
SIN3A@00522	2617	1992	320	44	6	1603	3955	1413	729	5074	1286	test
SIN3A@00523	9238	3130	2851	3284	3923	8144	6736	942	1589	3583	1116	test
SIN3A@00524	1428	3664	229	85	118	836	3609	919	407	10663	960	test
SIN3A@00525	1691	5070	747	415	463	4543	6240	3363	3049	7890	1212	test
SIN3A@00526	4136	4241	163	15	3	1358	3348	850	1144	7606	2461	test
SIN3A@00527	9558	4960	2847	2589	3165	9275	5455	2496	2251	6720	2034	test
SIN3A@00528	6438	5653	1609	1283	1450	5136	5864	3654	2502	6284	3498	test
SIN3A@00529	10726	9485	1461	956	1104	9104	10349	3930	2591	10721	4927	test
SIN3A@00530	6259	6100	1152	1175	1372	4298	10456	1506	1598	2532	2095	test
SIN3A@00531	3110	2755	387	53	54	1991	3488	1733	933	351	812	test
SIN3A@00532	5193	4959	838	741	896	7258	6992	839	2644	3949	3108	test
SIN3A@00533	1733	5508	425	156	299	2981	2974	513	1421	10016	1264	test
SIN3A@00534	1651	2031	246	79	85	1764	1630	508	1253	7117	1052	test
SIN3A@00535	4564	3429	1024	814	863	3067	4683	3052	1402	5526	1247	test
SIN3A@00536	942	4038	441	52	160	3107	7474	2019	3628	9372	4188	test
SIN3A@00537	4732	5527	1093	848	1099	5640	5226	899	3415	7799	1578	test
SIN3A@00538	3980	6159	906	989	1012	3380	5538	1405	2600	9425	2333	test
SIN3A@00539	4764	5557	1372	1340	1565	4526	4117	2505	1820	3947	1330	test
SIN3A@00540	2224	2356	201	69	92	1338	231	154	956	2267	1049	test
SIN3A@00541	542	950	131	36	6	1255	1719	232	692	2714	870	test
SIN3A@00542	1847	6527	284	101	115	1807	4968	1239	1212	4874	2004	test
SIN3A@00543	2419	2582	132	41	89	3358	1898	1120	646	9619	1372	test
SIN3A@00544	628	1986	136	48	126	605	3659	1548	656	2044	447	test
SIN3A@00545	1907	2185	201	18	69	1597	2441	14	1302	3104	620	test
SIN3A@00546	4366	5030	1418	1458	1503	6672	4580	1277	420	6299	1294	test
SIN3A@00547	3186	5837	502	370	289	2977	3198	1880	2282	3532	2042	test
SIN3A@00548	7383	6048	2288	2917	3417	6393	3205	1547	851	13741	628	test
SIN3A@00549	7853	2436	2128	2738	3383	6206	3707	1366	1554	2396	785	test
SIN3A@00550	2934	2477	201	151	194	607	3032	1179	393	2515	1508	test
SIN3A@00551	2614	3061	1132	325	323	4642	5237	992	699	6317	1903	test
SIN3A@00552	36	585	36	0	73	332	1604	475	298	8359	535	test
SIN3A@00553	3491	2115	850	1072	1126	5462	2266	711	380	2817	1551	test
SIN3A@00554	1284	1888	319	297	328	1473	1060	93	2100	1139	588	test
SIN3A@00555	13119	11824	3203	3510	4197	13528	10407	1441	1429	17426	3582	test
SIN3A@00556	3836	4195	427	106	245	2559	3178	1435	887	16547	2678	test
SIN3A@00557	5954	5680	1283	1193	1354	5870	8169	2331	1261	8487	661	test
SIN3A@00558	5756	4622	1364	1368	1553	5273	3720	2184	2601	10761	1501	test
SIN3A@00559	8435	4029	2567	3261	3961	9431	9095	2061	2181	12791	1537	test
SIN3A@00560	9191	6145	1975	2103	2408	6172	5572	2165	1176	11601	2341	test
SIN3A@00561	4100	4363	889	552	547	2003	2201	670	995	4351	1326	test
SIN3A@00562	3585	1623	1045	1414	1572	4005	2218	461	281	554	967	test
SIN3A@00563	6958	5796	1660	1985	2434	7328	7168	833	2292	5352	1958	test
SIN3A@00564	527	348	41	24	0	575	1234	709	372	1412	328	test
SIN3A@00565	3656	4222	514	169	85	2739	4354	909	1959	13825	1917	test
SIN3A@00566	2959	2054	684	878	1058	3807	1724	1578	1498	4485	1646	test
SIN3A@00567	3051	2561	886	813	899	2974	4692	814	315	4504	481	test
SIN3A@00568	822	406	30	19	10	416	2332	1639	320	3598	1215	test
SIN3A@00569	5039	3276	1196	1346	1624	3263	2980	1155	740	982	478	test
SIN3A@00570	816	1355	141	18	45	955	2610	1153	2290	8964	532	test
SIN3A@00571	6981	6537	1281	1582	1790	5874	8002	2556	3425	10059	2121	test
SIN3A@00572	789	1077	157	108	108	249	1502	760	546	5831	1009	test
SIN3A@00573	1236	2988	127	36	18	2657	3677	1754	1464	6857	3383	test
SIN3A@00574	6355	3859	1248	1336	1733	5713	6227	1866	2722	4974	2738	test
SIN3A@00575	9020	2919	2823	3456	4370	8727	5044	3546	3292	1993	1973	test
SIN3A@00576	1677	1861	267	32	23	1736	1608	17	1111	1366	1404	test
SIN3A@00577	0	2	1	6	12	627	1433	283	14	38	424	test
SIN3A@00578	5519	3756	1800	2201	2801	5395	3230	1758	685	11841	1781	test
SIN3A@00579	1894	1734	341	35	42	265	4420	1321	1105	7646	1101	test
SIN3A@00580	2705	2212	593	38	29	1676	2563	487	2571	1515	1596	test
SIN3A@00581	11723	6647	4141	3425	4325	8357	7813	2583	1626	9312	2748	test
SIN3A@00582	2526	612	416	530	670	1410	3562	496	558	4553	313	test
SIN3A@00583	7971	3630	2516	3336	3619	8532	3929	469	2784	1439	1436	test
SIN3A@00584	747	684	64	16	8	333	437	108	1027	4939	460	test
SIN3A@00585	4073	5356	291	82	86	1547	7259	3570	5232	11997	2359	test
SIN3A@00586	3407	4303	1001	526	540	5591	8272	1794	1149	19874	2738	test
SIN3A@00587	78	795	61	19	35	270	1090	517	1832	284	300	test
SIN3A@00588	2778	2635	895	1062	1150	2584	3660	1151	642	5159	783	test
SIN3A@00589	6504	3849	1823	1750	2137	7590	6911	779	1855	2356	3002	test
SIN3A@00590	6877	4188	1771	1938	2554	5092	4463	2686	613	4495	551	test
SIN3A@00591	5113	3807	1450	1543	1924	7459	7887	693	1268	5285	2228	test
SIN3A@00592	3091	4623	178	33	15	854	1088	409	1677	353	624	test
SIN3A@00593	2931	8223	747	133	132	4394	6930	2653	2175	7395	2686	test
SIN3A@00594	9366	5463	3062	3613	4491	7694	6406	1299	707	8854	1365	test
SIN3A@00595	997	1671	179	36	117	91	2355	1676	2390	1298	861	test
SIN3A@00596	3466	2770	1091	1253	1478	4159	2778	228	1978	3638	884	test
SIN3A@00597	4011	4155	1103	893	972	4719	5514	1891	2112	12628	2160	test
SIN3A@00598	8727	8732	2436	1664	2133	6742	6111	2312	2981	24859	3860	test
SIN3A@00599	1319	3528	207	48	50	1432	2351	532	1956	5035	758	test
SIN3A@00600	4869	8179	426	139	106	5431	6030	1143	2997	11331	2696	test
SIN3A@00601	1570	1554	260	29	41	2417	2794	1786	679	1659	940	test
SIN3A@00602	3596	2645	828	793	824	3395	5367	3521	726	8616	1800	test
SIN3A@00603	1215	1342	661	566	760	1016	549	34	285	266	223	test
SIN3A@00604	2995	2457	645	705	788	1879	4811	738	244	7221	1113	test
SIN3A@00605	9667	8474	2765	2966	3391	9111	11072	3960	3197	6049	5637	test
SIN3A@00606	1542	1166	476	387	488	921	2078	1321	886	5228	742	test
SIN3A@00607	2950	5896	201	33	8	1484	2387	1068	1471	5601	1537	test
SIN3A@00608	6494	3840	1669	1598	2106	4791	3175	1902	882	719	1751	test
SIN3A@00609	2321	6249	379	67	238	1901	5338	1329	2732	2193	1897	test
SIN3A@00610	2222	3614	554	145	214	3071	2305	2252	1280	7174	1503	test
SIN3A@00611	10843	10154	2717	2625	2872	7505	10642	2724	2191	12268	3742	test
SIN3A@00612	2047	1470	422	377	400	1708	3656	1430	896	432	1559	test
SIN3A@00613	5077	5710	407	298	260	2653	2994	2301	1429	6634	2595	test
SIN3A@00614	7568	4612	2058	2288	2699	8372	6845	833	2331	16430	2625	test
SIN3A@00615	4246	6933	1139	1219	1176	5653	9413	3231	1707	11315	2170	test
SIN3A@00616	1958	6396	363	28	19	3756	4174	937	624	5994	2060	test
SIN3A@00617	920	1273	41	27	16	279	1290	455	921	1282	724	test
SIN3A@00618	1734	3771	593	227	437	1316	2509	4185	2657	2459	1111	test
SIN3A@00619	507	605	53	8	2	904	1539	232	846	4479	845	test
SIN3A@00620	2362	4737	769	890	1007	2243	2739	2584	1723	5754	632	test
SIN3A@00621	971	1445	223	44	104	1479	2273	2122	2380	4111	1305	test
SIN3A@00622	2797	5430	385	142	27	3728	5808	1087	2031	10394	2608	test
SIN3A@00623	998	1786	32	5	23	350	3251	304	274	1316	1198	test
SIN3A@00624	2605	3232	289	111	214	1216	2145	819	1402	3085	1546	test
SIN3A@00625	6174	6721	2441	2463	3008	8296	6665	1103	460	3805	1246	test
SIN3A@00626	863	1190	61	57	61	2	406	723	390	1021	345	test
SIN3A@00627	1015	2203	382	23	47	819	2147	97	337	232	423	test
SIN3A@00628	4570	2853	1227	1145	1373	3665	5268	2322	2931	5872	1228	test
SIN3A@00629	3092	3176	1076	965	1171	5205	981	746	1493	1937	953	test
SIN3A@00630	1852	2531	540	34	76	378	506	1167	558	3124	1454	test
SIN3A@00631	1542	2626	722	459	532	1386	2231	414	560	1955	931	test
SIN3A@00632	1818	2424	422	37	71	1942	2265	2403	2519	877	1925	test
SIN3A@00633	687	354	55	39	58	315	1191	302	712	7473	493	test
SIN3A@00634	6384	3734	1944	1854	2186	5953	9332	707	1917	6005	1612	test
SIN3A@00635	3048	2633	1224	1294	1632	4261	2179	439	525	3020	373	test
SIN3A@00636	3584	2870	1611	1534	1766	3647	4863	510	1317	20659	1090	test
SIN3A@00637	2435	1923	393	85	112	244	1696	2325	520	1288	880	test
SIN3A@00638	1692	1973	423	139	136	1523	2679	893	1236	7409	426	test
SIN3A@00639	748	1539	429	457	637	2357	4800	561	322	168	365	test
SIN3A@00640	2356	1826	38	31	41	910	2360	1340	579	248	703	test
SIN3A@00641	4796	3933	1890	1926	2257	4188	4279	750	624	6189	1531	test
SIN3A@00642	3928	3527	1490	1606	1804	5451	3884	1874	548	3769	535	test
SIN3A@00643	946	1790	28	5	23	700	4564	367	534	125	790	test
SIN3A@00644	6262	4386	2001	1957	2146	5294	2541	487	1310	2066	954	test
SIN3A@00645	5497	6659	1925	2189	2460	5116	2754	405	920	13136	1425	test
SIN3A@00646	3045	1291	441	63	134	1645	3457	1504	1251	3028	700	test
SIN3A@00647	28	1176	37	15	7	8	0	224	148	833	107	test
SIN3A@00648	6094	2864	1898	1962	2337	4168	4048	553	979	6027	125	test
SIN3A@00649	2346	3961	960	623	736	2749	3683	1190	954	2037	1137	test
SIN3A@00650	7898	2230	1608	1780	2025	5163	2832	1009	1786	4760	661	test
SIN3A@00651	3421	1944	548	377	515	1500	2659	311	812	6943	418	test
SIN3A@00652	6987	3439	2165	2627	2920	7568	7521	1487	2256	6823	1281	test
SIN3A@00653	3324	1888	856	1003	1170	2803	2890	667	582	523	510	test
SIN3A@00654	12416	5233	3320	3886	4690	15594	14640	2922	3366	8728	2012	test
SIN3A@00655	4630	5801	1107	1045	1118	5582	5191	3580	2495	8402	1386	test
SIN3A@00656	597	2360	168	33	118	1821	2209	735	685	4378	603	test
SIN3A@00657	683	174	184	135	127	681	3252	1387	1435	1987	2397	test
SIN3A@00658	1046	1111	381	297	314	1070	2506	421	806	343	235	test
SIN3A@00659	1144	2968	494	76	58	695	2707	2914	1424	3458	1133	test
SIN3A@00660	4107	5256	466	182	102	1607	2518	3988	3112	9104	1130	test
SIN3A@00661	6676	2839	1873	2219	2708	7734	2598	573	762	1871	964	test
SIN3A@00662	5623	3603	2076	2103	2402	4893	5225	631	5939	7879	467	test
SIN3A@00663	2017	948	698	808	1002	2425	2179	172	238	1877	961	test
SIN3A@00664	7767	4209	2711	3018	3301	8231	5490	617	1042	5407	566	test
SIN3A@00665	4645	5125	1454	860	1398	5330	3765	2818	3364	8820	3602	test
